Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Disability,Q9a_Shopping,Q9b_Driving,Q9c_Cleaning,Q9d_Cooking,Q9e_Working,Q9f_Socializing,Q9g_Nothing,Q9h_Eating/Drinking,Q9i_Exercising,Q9j_Activity Other,Q9j_Activity_Other_Specify,Q10a_Kitchen,Q10b_Office,Q10c_Car,Q10d_Store,Q10e_Outdoors,Q10f_Living Room,Q10g_Restaurant_Bar,Q10h_Gym,Q10i_Bedroom,Q10j_Bathroom,Q10k_Sporting_Event,Q10l_Classroom,Q10m_Location_Other,Q10m_Location_Other_Specify,Q11_Revealing_Clothing,Q12_Nudity,Q12a_Nudity_Other_Specify,Q13_Visually_Objectified,Q14_Verbally_Objectified,Q15_Intelligence,Q16_Humor,Q17_Occupation,Q18_Leader,Q19_Authority,Q20_Body Type,Q20a_Body_Type_Other_Specify,Q21a_Disordered_Eating,Q21b_Selfy_injury,Q21c_NegativeTalk,Q21d_Body_Modification,Q22a_Visual_Shame,Q22b_Verbal_Shame,Q22c_Sizeist_Slurs,Q22d_Punchline,Q22e_Denied_Personal_Opportunity,Q22f_Denied_Professional_Opportunity,Q22g_Other_Prejudice,Q22g_Prejudice_Other_Specify,Q23a_Lazy,Q23b_Physically_Slow,Q23c_Stupid,Q23d_Loser,Q23e_Inactive,Q23f_Poorly_Dressed,Q23g_Funny,Q23h_Jolly,Q23i_Clumsy,Q23j_Alone,Q24a_Comic_Relief,Q24b_Sidekick,Q24c_Mamma_Hen,Q24d_Nympho,Q25_Fat_to_Fit,Q26_Inspo_Porn,Q27_NOTES,Notes on Dwelling
Melanie,Therapist,Skittles,USA,2019,2019,Confectionary,,Therapist,glasses,1,7, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,0,0,0,1,Giving therapy,0,1,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Therapist,Skittles,USA,2019,2019,Confectionary,,Scarecrow,yellow plaid,1,6, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Giving advice,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Harmonize the rainbox (1:17),Skittles,China,2019,2019,Confectionary,,Uncle,hip,1,6, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,1,Rapping,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Bad Passenger (:30),M&M's,USA,2019,2019,Confectionary,,Driver, ,1,6, ,1,4,0,0, ,1, ,0,0,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,1,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Bad Passenger (:30),M&M's,USA,2019,2019,Confectionary,,Red M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Bad Passenger (:30),M&M's,USA,2019,2019,Confectionary,,Yellow M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,1,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Bad Passenger (:30),M&M's,USA,2019,2019,Confectionary,,Orange M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Feeling Stuck (:06),M&M's,USA,2019,2019,Confectionary,,Yellow M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,0,0,0,0,1,At Therapy,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,1,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Feeling Stuck (:06),M&M's,USA,2019,2019,Confectionary,,Therapist, ,1,6, ,1,4,0,0, ,3, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Feeling Stuck (:15),M&M's,USA,2019,2019,Confectionary,,Yellow M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,0,0,0,0,1,At Therapy,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,1,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Feeling Stuck (:15),M&M's,USA,2019,2019,Confectionary,,Therapist, ,1,6, ,1,4,0,0, ,3, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Feeling Stuck (:15),M&M's,USA,2019,2019,Confectionary,,Red M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Holes (:15),M&M's,USA,2019,2019,Confectionary,,Red M&M, ,1,4, ,2,2,0,1, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,White Background,0,0, ,0,0,0,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Lock Game (:15),M&M's,USA,2019,2019,Confectionary,,Woman, ,1,6, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,0, ,0,0,0,2,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,New Spokescandy - Non-New (:30),M&M's,USA,2019,2019,Confectionary,,Businesswoman, ,1,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Stage,0,0, ,0,0,0,0,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,New Spokescandy - Non-New (:30),M&M's,USA,2019,2019,Confectionary,,yellow M&M, ,1,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Stage,0,0, ,0,0,1,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Finger Lickin' Good 16x9 (:27),M&M's,Canada,2019,2019,Confectionary,,Guy 1, ,1,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Finger Lickin' Good 16x9 (:27),M&M's,Canada,2019,2019,Confectionary,,Guy 2, ,1,4, ,2,2,0,0, ,3, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Messages 16x9 (:45),Twix,USA,2019,2019,Confectionary,,man getting coffee, ,1,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bleachers,Skittles,,2012,2019,Confectionary,,boy,redhead,1,3, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bleachers,Skittles,,2012,2019,Confectionary,,girl,darkhair,1,3, ,1,4,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Cupboard,M&M's,USA,2016,2019,Confectionary,,woman sitting,gf,1,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,watching tv,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Cupboard,M&M's,USA,2016,2019,Confectionary,,man,bf,1,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,getting food from cupboard,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Mall Bunny,M&M's,USA,2017,2019,Confectionary,,mom,highlights,1,5, ,1,4,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,mall center,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Moviephobia,M&M's,Canada,2014,2019,Confectionary,,man eating,mullet,1,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,1,watching a movie,0,0,0,0,0,0,0,0,0,0,0,0,1,movie theater,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Faint 2.0,M&M's,USA,2017,2019,Confectionary,,elf 1,grey suit,1,6, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Faint 2.0,M&M's,USA,2017,2019,Confectionary,,Who's Tommy?Girl,brown hair,1,1, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,opening presents,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Woman clocking in, ,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,1,1,0,0,0,1,Running,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,3,2,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Snickers Students OLV V1 (:20),Snickers,Russia,2019,2019,Confectionary,,Vasya, ,1,3, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,1,Stacking books in a playful way to procrastinate,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,1,2,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Snickers Students OLV V1 (:20),Snickers,Russia,2019,2019,Confectionary,,Student filming, ,1,3, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Filming,0,0,0,0,0,0,0,0,1,0,0,0,1,Hallway,0,0, ,0,0,3,2,0,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Snickers Students OLV V2 (:20),Snickers,Russia,2019,2019,Confectionary,,Vasya, ,1,3, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,1,Stacking books in a playful way to procrastinate,0,0,0,0,0,0,0,0,1,0,0,0,1,Hallway (school building),0,0, ,0,0,1,2,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Lame Party - No New (:30),Snickers,USA,2019,2019,Confectionary,,Man on phone, ,1,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,1,House party,0,0, ,0,0,1,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Recovery Room (:30),Snickers,USA,2017,2019,Confectionary,,Woman,Woman with clipboard,1,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital room,0,0, ,0,0,2,0,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,The News (:30),Snickers,USA,2017,2019,Confectionary,,Julianne,Weather reporter,1,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Newsroom,0,0, ,0,0,3,3,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Meeting,Airwaves,China Taiwan,2019,2019,Confectionary,,Employee 1,"White shirt, blue tie",1,4, ,2,2,0,0, ,5, ,0,0,0,0,0,1,1,0,1,0,1,Singing,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Checkout,M&M's,USA,2009,2019,Confectionary,,Cashier,Blue apron,1,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Eating in Bed,M&M's,USA,2015,2019,Confectionary,,Scott,Blue tie,1,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,0,3,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Greetings for Fans (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 1,White Sweater,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,1,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Greetings for Fans (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 2,Curly hair,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,1,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Greetings for Fans (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 3,Pony tail,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,1,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Making Reunion Dinner (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 1,White Sweater,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,1,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Making Reunion Dinner (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 2,Curly hair,1,4, ,1,4,0,0, ,5, ,0,0,0,0,1,0,1,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Making Reunion Dinner (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Spokeswoman 3,Pony tail,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba,Lucas,Mexico,2019,2019,Confectionary,,Man 1,Brown Hair,1,4, ,2,2,0,0, ,2, ,0,0,0,0,0,0,1,0,0,0,1,Kissing,0,0,0,0,0,0,0,0,0,0,0,0,1,On Set,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Crispy Launch 2019 (:30),M&M's,China,2019,2019,Confectionary,,Couple 1 Man,Pink Shirt,1,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Watching a concert,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert Venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Thematic 2019 (:15),M&M's,China,2019,2019,Confectionary,,Human Guy,Green Jacket,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,1,0,1,Watching videos,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Pingpong (:15),Snickers,China,2019,2019,Confectionary,,Player 1,Red Hair,1,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,Playing Pingpong,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Pingpong (:15),Snickers,China,2019,2019,Confectionary,,Player 2,Black hair,1,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Playing Pingpong,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Pingpong (:15),Snickers,China,2019,2019,Confectionary,,Player 3,Champ,1,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,playing Pingpong,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam English Episode,Snickers,China,2019,2019,Confectionary,,Woman Teacher,glasses,1,5, ,1,4,0,0, ,5, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam English Episode,Snickers,China,2019,2019,Confectionary,,Student 1,Hungry,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Taking class,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam English Episode,Snickers,China,2019,2019,Confectionary,,Student 2,Feeder,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Taking class,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam Math Episode,Snickers,China,2019,2019,Confectionary,,Student 1,Hungry,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,Taking class,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam Math Episode,Snickers,China,2019,2019,Confectionary,,Student,Feeder,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Taking class,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,In-car,Airwaves,China Taiwan,2019,2019,Confectionary,,Cheerleader 1,Ponytail,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Cheerleads,0,0,1,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Study (:30),Airwaves,China Taiwan,2019,2019,Confectionary,,Reporter,reporting,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,1,0,0,0,0,1,Interviewing,0,0,0,0,1,0,0,0,0,0,0,0,1,Monastery,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Harmonize the rainbox (1:17),Skittles,China,2019,2019,Confectionary,,Kid,White sweater,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,1,0,1,Rapping,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bad Passenger (:15),M&M's,USA,2019,2019,Confectionary,,Christina Applegate,driver,1,6, ,1,4,0,0, ,1, ,0,0,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Dove Celebrity 16x9 (1:10),Dove/Galaxy,Mexico,2019,2019,Confectionary,,Woman, ,1,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,1,1,0,1,"Flirting with the chocolate bar, licking fingers",0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 1, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 2, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 3, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 2, ,1,6, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 1, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 2, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy 3, ,1,4, ,2,2,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 2, ,1,6, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Soulmates (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy, ,1,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Soulmates (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Girl, ,1,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,1,0,1,0,1,playing with dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,1,2,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Catador profesional,Swinkles,Mexico,2019,2019,Confectionary,,pink hair man, ,1,4, ,2,2,0,0, ,2, ,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,3,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Olfateador profesional,Swinkles,Mexico,2019,2019,Confectionary,,pink hair man, ,1,4, ,2,2,0,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,3,1,1,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Olfateador profesional,Swinkles,Mexico,2019,2019,Confectionary,,sniffer, ,1,7, ,1,4,0,0, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,3,1,1,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,left twix,red,1,4, ,2,2,0,0, ,6, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,3,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
